Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Since,Family_Size,Alone,Partner,Sum_Mnt,Num_Accepted_Cmp,Num_Total_Purchases,Income_Binned,Cluster,income_group,purchase_group
2,50943.0,0.0,1.0,2013-06-21,49.0,31.0,0.0,7.0,2.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,11.0,3.0,False,True,46.0,0.0,4.0,Medium,2,40k-60k,0-5
1,67272.0,0.0,1.0,2013-12-21,12.0,357.0,35.0,271.0,28.0,28.0,14.0,3.0,6.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,11.0,2.0,True,False,733.0,0.0,20.0,High,1,60k-80k,16-20
2,51529.0,0.0,1.0,2013-09-07,14.0,400.0,4.0,35.0,6.0,0.0,22.0,2.0,9.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,11.0,2.0,True,False,467.0,0.0,15.0,Medium,2,40k-60k,11-15
3,32011.0,1.0,0.0,2013-08-22,89.0,99.0,0.0,15.0,2.0,1.0,5.0,3.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,11.0,3.0,False,True,122.0,0.0,7.0,Low,0,20k-40k,6-10
2,7500.0,1.0,0.0,2013-02-07,96.0,1.0,11.0,5.0,4.0,6.0,9.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,11.0,3.0,False,True,36.0,0.0,5.0,Very Low,0,<20k,0-5
1,28691.0,1.0,0.0,2013-07-04,56.0,5.0,4.0,13.0,8.0,0.0,4.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,11.0,3.0,False,True,34.0,0.0,4.0,Low,0,20k-40k,0-5
3,56223.0,0.0,1.0,2013-12-20,72.0,77.0,28.0,31.0,16.0,0.0,4.0,2.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,11.0,3.0,False,True,156.0,0.0,8.0,Medium,2,40k-60k,6-10
1,18100.0,0.0,0.0,2013-08-06,14.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,11.0,2.0,False,True,14.0,0.0,3.0,Very Low,0,<20k,0-5
1,30279.0,1.0,0.0,2012-12-30,13.0,10.0,4.0,14.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,12.0,2.0,True,False,37.0,0.0,4.0,Low,0,20k-40k,0-5
2,20130.0,0.0,0.0,2014-03-17,99.0,0.0,6.0,3.0,7.0,6.0,12.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,2.0,False,True,34.0,0.0,4.0,Low,0,20k-40k,0-5
1,23295.0,0.0,0.0,2013-07-13,72.0,0.0,0.0,1.0,2.0,12.0,5.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,11.0,1.0,True,False,20.0,0.0,3.0,Low,0,20k-40k,0-5
2,42618.0,1.0,0.0,2013-10-09,92.0,76.0,14.0,74.0,13.0,5.0,10.0,2.0,5.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,11.0,2.0,True,False,192.0,0.0,9.0,Medium,2,40k-60k,6-10
1,81246.0,0.0,0.0,2013-12-29,87.0,398.0,190.0,537.0,61.0,156.0,37.0,1.0,4.0,5.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,11.0,1.0,True,False,1379.0,2.0,16.0,Very High,1,80k-100k,16-20
1,24027.0,1.0,0.0,2013-06-09,7.0,14.0,7.0,11.0,11.0,0.0,5.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,11.0,3.0,False,True,48.0,0.0,5.0,Low,0,20k-40k,0-5
3,55707.0,0.0,1.0,2013-12-22,91.0,208.0,7.0,82.0,30.0,66.0,35.0,2.0,3.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,11.0,3.0,False,True,428.0,0.0,14.0,Medium,2,40k-60k,11-15
1,57959.0,0.0,1.0,2013-05-02,71.0,430.0,16.0,322.0,43.0,24.0,33.0,5.0,4.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,11.0,2.0,True,False,868.0,0.0,22.0,Medium,2,40k-60k,21-25
1,56796.0,0.0,1.0,2013-02-16,24.0,656.0,38.0,161.0,62.0,47.0,37.0,3.0,8.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,11.0,3.0,False,True,1001.0,0.0,24.0,Medium,2,40k-60k,21-25
2,36230.0,1.0,0.0,2013-10-17,17.0,14.0,2.0,30.0,8.0,2.0,3.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,11.0,2.0,True,False,59.0,0.0,6.0,Low,0,20k-40k,6-10
2,70829.0,1.0,1.0,2013-12-01,87.0,141.0,70.0,106.0,72.0,19.0,23.0,2.0,4.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,11.0,4.0,False,True,431.0,0.0,14.0,High,1,60k-80k,11-15
1,65991.0,0.0,1.0,2012-09-07,21.0,507.0,19.0,364.0,25.0,47.0,9.0,3.0,9.0,5.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,12.0,3.0,False,True,971.0,0.0,24.0,High,1,60k-80k,21-25
1,38988.0,1.0,2.0,2012-08-20,90.0,164.0,24.0,103.0,12.0,3.0,42.0,7.0,5.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,12.0,5.0,False,True,348.0,0.0,12.0,Low,0,20k-40k,11-15
2,89572.0,0.0,0.0,2012-09-15,44.0,606.0,24.0,974.0,197.0,194.0,64.0,1.0,7.0,7.0,9.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,58.0,12.0,1.0,True,False,2059.0,3.0,23.0,Very High,1,80k-100k,21-25
2,42207.0,1.0,0.0,2013-04-01,71.0,116.0,11.0,72.0,3.0,17.0,46.0,4.0,4.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,11.0,3.0,False,True,265.0,2.0,10.0,Medium,2,40k-60k,6-10
1,50300.0,0.0,1.0,2014-05-25,52.0,143.0,15.0,60.0,24.0,23.0,5.0,2.0,2.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,10.0,3.0,False,True,270.0,0.0,11.0,Medium,2,40k-60k,11-15
2,66664.0,0.0,0.0,2012-09-25,78.0,398.0,96.0,447.0,220.0,96.0,32.0,1.0,5.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,12.0,2.0,False,True,1289.0,0.0,18.0,High,1,60k-80k,16-20
1,60597.0,0.0,1.0,2014-01-01,2.0,522.0,0.0,257.0,32.0,16.0,66.0,4.0,2.0,2.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0,10.0,3.0,False,True,893.0,2.0,12.0,High,2,60k-80k,11-15
1,70165.0,0.0,0.0,2013-09-22,60.0,161.0,0.0,253.0,199.0,191.0,122.0,1.0,3.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,11.0,1.0,True,False,926.0,0.0,21.0,High,1,60k-80k,21-25
3,50520.0,0.0,1.0,2014-01-28,25.0,112.0,0.0,6.0,2.0,1.0,14.0,2.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,10.0,2.0,True,False,135.0,0.0,7.0,Medium,2,40k-60k,6-10
1,80124.0,0.0,0.0,2014-06-26,47.0,483.0,84.0,398.0,205.0,84.0,241.0,1.0,3.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,10.0,2.0,False,True,1495.0,1.0,18.0,Very High,1,80k-100k,16-20
1,33183.0,1.0,0.0,2014-02-24,46.0,7.0,5.0,39.0,17.0,15.0,37.0,2.0,4.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,10.0,3.0,False,True,120.0,0.0,7.0,Low,0,20k-40k,6-10
3,66582.0,0.0,0.0,2014-03-03,83.0,789.0,25.0,420.0,16.0,38.0,0.0,1.0,2.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,1.0,True,False,1288.0,0.0,19.0,High,1,60k-80k,16-20
3,75261.0,0.0,0.0,2013-04-23,17.0,1239.0,17.0,413.0,23.0,34.0,17.0,1.0,5.0,6.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,69.0,11.0,2.0,False,True,1743.0,3.0,16.0,High,1,60k-80k,16-20
1,31880.0,1.0,0.0,2012-10-31,13.0,4.0,1.0,5.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,12.0,2.0,True,False,15.0,0.0,3.0,Low,0,20k-40k,0-5
1,53790.0,0.0,2.0,2014-03-06,86.0,335.0,42.0,127.0,28.0,5.0,5.0,3.0,7.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,10.0,4.0,False,True,542.0,0.0,17.0,Medium,2,40k-60k,16-20
3,49269.0,1.0,0.0,2012-08-15,92.0,639.0,8.0,166.0,11.0,8.0,58.0,3.0,7.0,3.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,12.0,3.0,False,True,890.0,0.0,22.0,Medium,2,40k-60k,21-25
1,61456.0,0.0,1.0,2013-03-27,47.0,563.0,76.0,384.0,84.0,192.0,89.0,4.0,6.0,10.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,11.0,3.0,False,True,1388.0,0.0,29.0,High,2,60k-80k,26-30
1,37406.0,1.0,0.0,2013-10-10,18.0,2.0,0.0,8.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,11.0,3.0,False,True,17.0,1.0,3.0,Low,0,20k-40k,0-5
3,56937.0,1.0,0.0,2012-08-04,81.0,746.0,8.0,125.0,11.0,8.0,8.0,7.0,8.0,6.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,43.0,12.0,3.0,False,True,906.0,2.0,23.0,Medium,2,40k-60k,21-25
1,38415.0,1.0,1.0,2013-01-02,91.0,22.0,1.0,13.0,4.0,0.0,4.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,11.0,4.0,False,True,44.0,0.0,4.0,Low,0,20k-40k,0-5
1,20518.0,1.0,0.0,2014-05-18,58.0,4.0,1.0,6.0,4.0,1.0,9.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,10.0,2.0,True,False,25.0,0.0,4.0,Low,0,20k-40k,0-5
1,62503.0,0.0,1.0,2013-02-18,40.0,478.0,0.0,193.0,110.0,75.0,117.0,4.0,8.0,3.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,11.0,3.0,False,True,973.0,0.0,22.0,High,2,60k-80k,21-25
3,41644.0,1.0,1.0,2014-05-09,67.0,20.0,3.0,4.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,10.0,3.0,True,False,31.0,0.0,4.0,Medium,2,40k-60k,0-5
2,55842.0,0.0,1.0,2014-05-23,19.0,451.0,0.0,39.0,0.0,4.0,24.0,1.0,7.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,10.0,3.0,False,True,518.0,0.0,16.0,Medium,2,40k-60k,16-20
3,62010.0,0.0,1.0,2012-10-23,93.0,371.0,22.0,39.0,6.0,0.0,92.0,4.0,6.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,12.0,3.0,False,True,530.0,0.0,15.0,High,2,60k-80k,11-15
1,41124.0,1.0,0.0,2012-10-31,41.0,281.0,7.0,84.0,15.0,0.0,119.0,7.0,7.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,12.0,3.0,False,True,506.0,0.0,14.0,Medium,2,40k-60k,11-15
2,38961.0,1.0,0.0,2013-12-30,60.0,19.0,7.0,19.0,0.0,1.0,24.0,1.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,11.0,3.0,False,True,70.0,0.0,5.0,Low,0,20k-40k,0-5
2,37760.0,1.0,0.0,2013-08-11,54.0,26.0,3.0,13.0,2.0,10.0,0.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,11.0,2.0,True,False,54.0,0.0,5.0,Low,0,20k-40k,0-5
1,32233.0,1.0,0.0,2012-08-19,26.0,138.0,15.0,35.0,25.0,11.0,72.0,2.0,6.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,12.0,2.0,True,False,296.0,2.0,10.0,Low,0,20k-40k,6-10
1,43057.0,0.0,1.0,2013-10-30,30.0,213.0,2.0,44.0,0.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,11.0,3.0,False,True,266.0,0.0,11.0,Medium,2,40k-60k,11-15
2,83151.0,0.0,0.0,2012-10-10,93.0,407.0,28.0,100.0,120.0,74.0,18.0,1.0,5.0,9.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,12.0,2.0,False,True,747.0,0.0,18.0,Very High,1,80k-100k,16-20
3,78825.0,0.0,0.0,2012-09-14,35.0,483.0,74.0,114.0,169.0,37.0,18.0,1.0,5.0,10.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,12.0,1.0,True,False,895.0,1.0,28.0,High,1,60k-80k,26-30
2,65104.0,0.0,1.0,2013-11-14,4.0,738.0,0.0,232.0,13.0,20.0,50.0,2.0,3.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,11.0,3.0,False,True,1053.0,0.0,15.0,High,1,60k-80k,11-15
1,60093.0,0.0,1.0,2013-06-26,92.0,502.0,12.0,109.0,16.0,6.0,90.0,2.0,7.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,11.0,3.0,False,True,735.0,0.0,19.0,High,2,60k-80k,16-20
1,14045.0,1.0,0.0,2014-01-26,24.0,11.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,3.0,False,True,20.0,0.0,4.0,Very Low,0,<20k,0-5
2,28457.0,0.0,0.0,2012-10-28,96.0,24.0,1.0,108.0,29.0,29.0,14.0,1.0,4.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,12.0,1.0,True,False,205.0,0.0,9.0,Low,0,20k-40k,6-10
3,78952.0,0.0,1.0,2012-09-24,11.0,1170.0,19.0,594.0,99.0,76.0,134.0,2.0,2.0,5.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,12.0,3.0,False,True,2092.0,0.0,19.0,High,1,60k-80k,16-20
1,46310.0,1.0,0.0,2012-12-03,99.0,185.0,2.0,88.0,15.0,5.0,14.0,2.0,6.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,12.0,2.0,True,False,309.0,0.0,12.0,Medium,2,40k-60k,11-15
1,76005.0,0.0,0.0,2013-02-22,72.0,983.0,20.0,389.0,240.0,50.0,40.0,1.0,3.0,5.0,13.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69.0,11.0,2.0,False,True,1722.0,1.0,21.0,High,1,60k-80k,21-25
2,58308.0,0.0,1.0,2013-01-12,77.0,691.0,0.0,69.0,10.0,0.0,130.0,4.0,2.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,11.0,2.0,True,False,900.0,0.0,11.0,Medium,2,40k-60k,11-15
3,55614.0,0.0,0.0,2013-11-27,85.0,504.0,13.0,131.0,8.0,0.0,26.0,1.0,9.0,4.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0,11.0,1.0,True,False,682.0,1.0,19.0,Medium,2,40k-60k,16-20
2,59432.0,0.0,1.0,2013-04-13,88.0,317.0,25.0,265.0,25.0,19.0,12.0,3.0,5.0,3.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,11.0,2.0,True,False,663.0,0.0,19.0,Medium,2,40k-60k,16-20
1,55563.0,0.0,1.0,2014-04-05,22.0,29.0,1.0,9.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,10.0,2.0,True,False,43.0,0.0,5.0,Medium,2,40k-60k,0-5
3,78642.0,0.0,1.0,2013-04-21,83.0,1396.0,0.0,322.0,46.0,35.0,17.0,1.0,4.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,11.0,3.0,False,True,1816.0,0.0,17.0,High,1,60k-80k,16-20
3,67911.0,0.0,1.0,2014-05-22,63.0,529.0,0.0,356.0,63.0,28.0,0.0,3.0,6.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,10.0,3.0,False,True,976.0,0.0,24.0,High,1,60k-80k,21-25
1,65275.0,0.0,0.0,2013-04-03,9.0,388.0,14.0,218.0,91.0,14.0,21.0,1.0,4.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,11.0,2.0,False,True,746.0,0.0,20.0,High,1,60k-80k,16-20
1,27203.0,1.0,1.0,2012-08-06,92.0,13.0,2.0,21.0,4.0,0.0,24.0,2.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,12.0,4.0,False,True,64.0,0.0,4.0,Low,0,20k-40k,0-5
2,48330.0,0.0,1.0,2013-11-15,2.0,28.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,11.0,3.0,False,True,32.0,0.0,4.0,Medium,2,40k-60k,0-5
0,24279.0,0.0,0.0,2012-12-29,6.0,16.0,36.0,21.0,20.0,62.0,108.0,1.0,4.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,12.0,2.0,False,True,263.0,0.0,8.0,Low,0,20k-40k,6-10
3,64355.0,1.0,0.0,2012-08-24,66.0,1047.0,0.0,140.0,67.0,38.0,153.0,2.0,4.0,3.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,12.0,3.0,False,True,1445.0,0.0,19.0,High,1,60k-80k,16-20
2,50943.0,0.0,1.0,2013-06-21,49.0,31.0,0.0,7.0,2.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,11.0,3.0,False,True,46.0,0.0,4.0,Medium,2,40k-60k,0-5
1,53653.0,0.0,0.0,2012-11-07,29.0,815.0,10.0,239.0,28.0,10.0,108.0,2.0,10.0,4.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,12.0,1.0,True,False,1210.0,0.0,26.0,Medium,2,40k-60k,26-30
1,65665.0,0.0,1.0,2013-12-02,77.0,225.0,162.0,387.0,106.0,36.0,29.0,1.0,5.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,11.0,3.0,False,True,945.0,0.0,23.0,High,1,60k-80k,21-25
1,81217.0,0.0,0.0,2013-07-19,77.0,493.0,70.0,324.0,146.0,40.0,84.0,1.0,3.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,11.0,1.0,True,False,1157.0,0.0,21.0,Very High,1,80k-100k,21-25
1,34935.0,0.0,0.0,2013-06-21,71.0,34.0,4.0,66.0,3.0,10.0,20.0,1.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11.0,2.0,False,True,137.0,0.0,7.0,Low,0,20k-40k,6-10
1,61250.0,0.0,1.0,2012-12-16,49.0,382.0,138.0,65.0,60.0,26.0,59.0,6.0,5.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,12.0,2.0,True,False,730.0,0.0,19.0,High,2,60k-80k,16-20
3,39665.0,1.0,0.0,2013-05-25,97.0,127.0,1.0,56.0,0.0,1.0,31.0,3.0,4.0,2.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,11.0,3.0,False,True,216.0,1.0,9.0,Low,0,20k-40k,6-10
1,60152.0,0.0,1.0,2013-03-28,6.0,325.0,83.0,300.0,86.0,58.0,91.0,1.0,6.0,4.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,11.0,2.0,True,False,943.0,0.0,22.0,High,2,60k-80k,21-25
1,48920.0,0.0,2.0,2013-10-20,93.0,238.0,17.0,68.0,8.0,10.0,6.0,3.0,6.0,2.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,11.0,4.0,False,True,347.0,1.0,13.0,Medium,2,40k-60k,11-15
2,89120.0,0.0,0.0,2014-03-17,78.0,1168.0,92.0,408.0,72.0,129.0,55.0,1.0,5.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,10.0,2.0,False,True,1924.0,1.0,18.0,Very High,1,80k-100k,16-20
3,44124.0,0.0,1.0,2013-05-11,62.0,284.0,0.0,55.0,0.0,6.0,52.0,4.0,6.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,11.0,3.0,False,True,397.0,0.0,13.0,Medium,2,40k-60k,11-15
2,81169.0,0.0,0.0,2013-04-14,47.0,1288.0,20.0,613.0,80.0,61.0,27.0,1.0,5.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,11.0,1.0,True,False,2089.0,0.0,21.0,Very High,1,80k-100k,21-25
1,36443.0,1.0,1.0,2013-02-03,9.0,65.0,0.0,46.0,4.0,3.0,20.0,4.0,3.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,11.0,4.0,False,True,138.0,0.0,7.0,Low,0,20k-40k,6-10
1,26095.0,1.0,0.0,2013-06-30,77.0,11.0,7.0,9.0,3.0,1.0,11.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,11.0,2.0,True,False,42.0,0.0,4.0,Low,0,20k-40k,0-5
1,71367.0,0.0,0.0,2013-08-23,24.0,227.0,23.0,389.0,42.0,21.0,75.0,1.0,4.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,11.0,2.0,False,True,777.0,0.0,16.0,High,1,60k-80k,16-20
2,80184.0,0.0,0.0,2014-03-01,19.0,1035.0,134.0,670.0,25.0,38.0,0.0,1.0,6.0,3.0,10.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,80.0,10.0,2.0,False,True,1902.0,2.0,19.0,Very High,1,80k-100k,16-20
1,30630.0,1.0,1.0,2014-01-27,67.0,27.0,1.0,12.0,2.0,0.0,10.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,10.0,3.0,True,False,52.0,0.0,5.0,Low,0,20k-40k,0-5
2,73454.0,0.0,0.0,2014-03-01,95.0,982.0,73.0,351.0,56.0,14.0,175.0,1.0,2.0,4.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,10.0,1.0,True,False,1651.0,1.0,12.0,High,1,60k-80k,11-15
1,42691.0,0.0,0.0,2013-08-16,48.0,179.0,2.0,64.0,38.0,17.0,58.0,1.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,11.0,2.0,False,True,358.0,0.0,12.0,Medium,2,40k-60k,11-15
1,70503.0,0.0,0.0,2012-09-30,73.0,1379.0,33.0,216.0,0.0,33.0,66.0,1.0,2.0,4.0,9.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,71.0,12.0,2.0,False,True,1727.0,2.0,15.0,High,1,60k-80k,11-15
1,25545.0,1.0,0.0,2012-09-08,35.0,32.0,1.0,64.0,16.0,12.0,85.0,3.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,12.0,3.0,False,True,210.0,1.0,7.0,Low,0,20k-40k,6-10
1,32880.0,1.0,0.0,2012-12-04,76.0,8.0,4.0,15.0,7.0,6.0,2.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,12.0,3.0,False,True,42.0,0.0,4.0,Low,0,20k-40k,0-5
3,77863.0,0.0,0.0,2013-11-27,20.0,881.0,38.0,319.0,16.0,25.0,12.0,1.0,4.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,11.0,2.0,False,True,1291.0,0.0,19.0,High,1,60k-80k,16-20
2,50353.0,0.0,0.0,2014-06-08,72.0,141.0,15.0,153.0,67.0,31.0,35.0,1.0,4.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,10.0,2.0,False,True,442.0,0.0,14.0,Medium,2,40k-60k,11-15
1,61839.0,0.0,0.0,2012-08-12,20.0,1000.0,155.0,379.0,224.0,17.0,120.0,1.0,4.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,12.0,1.0,True,False,1895.0,0.0,16.0,High,2,60k-80k,16-20
3,49154.0,1.0,1.0,2013-11-03,69.0,206.0,10.0,67.0,30.0,27.0,71.0,6.0,4.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,11.0,4.0,False,True,411.0,0.0,13.0,Medium,2,40k-60k,11-15
2,47682.0,0.0,1.0,2013-02-15,80.0,162.0,61.0,83.0,97.0,57.0,61.0,4.0,4.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,11.0,2.0,True,False,521.0,0.0,15.0,Medium,2,40k-60k,11-15
1,72679.0,0.0,1.0,2013-09-18,65.0,619.0,54.0,260.0,127.0,54.0,54.0,1.0,4.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,11.0,2.0,True,False,1168.0,0.0,16.0,High,1,60k-80k,16-20
